Date,Time,Latitude,Longitude,Depth[km],Magnitude(ML),Event_type,N.Stations,ID
2008/07/12,19:08:53.260000,53.4507,-168.0907,4.55,1.4,VT,8,ok08_268
2008/07/12,19:10:07.070000,53.4445,-168.1146,2.35,2.39,VT,18,ok08_269
2008/07/12,19:10:52.707000,53.4392,-168.1109,3.95,1.43,VT,6,ok08_270
2008/07/12,19:11:09.099000,53.4469,-168.1371,3.25,1.26,VT,7,ok08_271
2008/07/12,19:11:37.565000,53.4427,-168.1525,2.25,1.56,VT,7,ok08_273
2008/07/12,19:12:10.702000,53.4577,-168.1169,6.35,1.08,VT,6,ok08_274
2008/07/12,19:12:20.963000,53.4406,-168.1208,3.45,1.5,VT,9,ok08_275
2008/07/12,19:12:40.809000,53.4581,-168.1367,5.25,1.45,VT,8,ok08_276
2008/07/12,19:13:15.933000,53.4558,-168.1236,5.65,1.7,VT,13,ok08_277
2008/07/12,19:14:51.978000,53.4388,-168.1209,2.95,1.41,VT,8,ok08_279
2008/07/12,19:14:58.296000,53.457,-168.0675,3.55,,VT,4,ok08_280
2008/07/12,19:15:29.915000,53.4436,-168.119,5.55,1.51,VT,9,ok08_281
2008/07/12,19:16:32.144000,53.4344,-168.1005,4.45,1.58,VT,10,ok08_282
2008/07/12,19:16:58.760000,53.4655,-168.0747,9.75,1.78,VT,9,ok08_283
2008/07/12,19:17:52.122000,53.4494,-168.1252,4.95,1.29,VT,8,ok08_284
2008/07/12,19:20:17.010000,53.4316,-168.153,3.05,1.73,LP,5,ok08_287
2008/07/12,19:21:18.671000,53.4314,-168.094,2.15,2.16,VT,19,ok08_288
2008/07/12,19:22:19.193000,53.4339,-168.0976,4.15,1.77,VT,9,ok08_290
2008/07/12,19:30:03.388000,53.4431,-168.1361,2.95,2.18,VT,8,ok08_296
2008/07/12,19:31:04.296000,53.4412,-168.1281,2.25,2.31,VT,10,ok08_297
2008/07/12,19:32:41.922000,53.4421,-168.1136,1.95,1.73,VT,8,ok08_299
2008/07/12,19:33:31.701000,53.4296,-168.1577,0.55,1.75,VT,8,ok08_300
2008/07/12,19:34:38.506000,53.4257,-168.1612,4.25,1.72,VT,8,ok08_302
2008/07/12,19:34:50.155000,53.4313,-168.1515,1.75,1.86,VT,8,ok08_303
2008/07/12,19:35:26.010000,53.4385,-168.1136,2.25,1.6,VT,7,ok08_304
2008/07/12,19:36:07.299000,53.437,-168.1323,0.55,1.98,VT,8,ok08_305
2008/07/12,19:36:48.380000,53.4352,-168.134,0.95,1.85,VT,7,ok08_306
2008/07/12,19:38:45.250000,53.4367,-168.1363,0.85,1.67,VT,8,ok08_307
2008/07/12,19:38:59.194000,53.4257,-168.1538,1.75,1.68,VT,8,ok08_308
2008/07/12,19:39:24.676000,53.4435,-168.1433,0.65,1.44,VT,6,ok08_309
2008/07/12,19:39:38.748000,53.4327,-168.0841,2.95,1.89,VT,12,ok08_310
2008/07/12,20:20:34.840000,53.449,-168.0487,2.85,2.65,VT,6,ok08_314
2008/07/13,03:57:29.796000,53.444,-168.1132,1.25,2.3,VT,6,ok08_317
2008/07/13,05:19:46.797000,53.4091,-168.1814,3.05,1.94,VT,7,ok08_320
2008/07/13,07:40:23.496000,53.4344,-168.1895,4.65,1.99,VT,4,ok08_322
2008/07/13,10:53:36.098000,53.4401,-168.1034,1.65,1.92,VT,5,ok08_323
2008/07/13,13:28:55.593000,53.3778,-168.134,9.15,2.15,VT,7,ok08_326
2008/07/13,15:17:37.445000,53.4246,-168.1678,4.35,1.56,VT,4,ok08_327
2008/07/13,18:51:58.563000,53.4117,-168.1636,5.25,1.68,VT,6,ok08_328
2008/07/13,20:22:41.383000,53.3977,-168.1874,3.25,1.8,LP,4,ok08_329
2008/07/13,23:22:16.527000,53.412,-168.1763,3.15,1.76,VT,4,ok08_332
2008/07/13,23:26:17.926000,53.394,-168.1993,3.25,1.78,LP,4,ok08_333
2008/07/14,00:14:32.799000,53.427,-168.1992,3.25,2.02,VT,12,ok08_335
2008/07/14,02:55:35.128000,53.4223,-168.1674,2.85,1.35,VT,5,ok08_337
2008/07/14,05:15:34.706000,53.4118,-168.1623,2.25,1.63,VT,5,ok08_340
2008/07/14,05:54:17.118000,53.424,-168.2002,3.15,1.7,VT,6,ok08_341
2008/07/14,06:03:01.197000,53.4275,-168.1883,2.65,1.81,VT,6,ok08_342
2008/07/14,06:53:29.621000,53.4176,-168.1548,4.15,1.72,VT,7,ok08_343
2008/07/14,10:28:13.736000,53.3945,-168.1876,3.25,1.76,LP,4,ok08_345
2008/07/14,11:58:48.225000,53.4087,-168.1879,0.95,1.84,LP,6,ok08_348
2008/07/14,15:19:26.759000,53.4206,-168.1526,1.35,1.65,VT,4,ok08_349
2008/07/14,15:34:35.530000,53.4304,-168.1813,3.65,1.58,VT,5,ok08_350
2008/07/14,18:25:00.427000,53.3971,-168.1891,3.85,1.58,LP,4,ok08_356
2008/07/14,23:24:21.679000,53.415,-168.1596,5.05,2.09,LP,4,ok08_358
2008/07/15,00:09:37.862000,53.3967,-168.0614,4.75,1.91,VT,7,ok08_360
2008/07/15,05:11:16.848000,53.3974,-168.1854,3.25,1.53,LP,4,ok08_361
2008/07/15,06:16:04.790000,53.4264,-168.1893,3.15,2.56,VT,18,ok08_363
2008/07/15,06:29:36.994000,53.3995,-168.1808,4.05,1.57,VT,5,ok08_364
2008/07/15,06:55:49.134000,53.4174,-168.1626,3.75,1.7,VT,6,ok08_365
2008/07/15,08:27:13.237000,53.3958,-168.1903,3.95,1.63,LP,4,ok08_366
2008/07/15,13:17:57.445000,53.4142,-168.1561,3.25,1.72,LP,5,ok08_368
2008/07/15,15:33:42.015000,53.4129,-168.1533,6.15,1.71,VT,6,ok08_369
2008/07/15,15:59:27.564000,53.4393,-168.1786,4.05,1.73,VT,7,ok08_370
2008/07/15,17:28:07.897000,53.4116,-168.1543,3.05,1.43,VT,6,ok08_371
2008/07/15,17:48:00.969000,53.4084,-168.0817,10.05,1.87,VT,7,ok08_372
2008/07/15,18:23:12.761000,53.4102,-168.1754,4.05,1.43,VT,5,ok08_374
2008/07/15,19:32:00.342000,53.4182,-168.1552,4.55,2.11,VT,7,ok08_375
2008/07/15,20:37:35.102000,53.4189,-168.1557,4.95,1.78,VT,7,ok08_377
2008/07/15,22:48:23.342000,53.3653,-168.0739,5.15,1.99,LP,6,ok08_382
2008/07/15,22:52:53.731000,53.4553,-168.1039,2.65,1.79,LP,7,ok08_385
2008/07/15,22:53:12.705000,53.4299,-168.0997,0.65,1.91,LP,7,ok08_386
2008/07/15,23:33:23.222000,53.4169,-168.133,6.95,1.89,VT,6,ok08_391
2008/07/16,01:20:39.651000,53.4132,-168.1318,5.35,2.13,VT,8,ok08_399
2008/07/16,01:39:59.990000,53.3958,-168.1191,0.75,1.68,VT,6,ok08_400
2008/07/16,06:58:20.777000,53.3948,-168.1906,2.75,,LP,4,ok08_409
2008/07/16,07:46:07.663000,53.4072,-168.157,1.25,2.46,VT,20,ok08_411
2008/07/16,08:14:45.318000,53.4539,-168.1343,1.45,1.71,LP,6,ok08_413
2008/07/16,09:18:20.340000,53.4395,-168.133,4.35,1.75,VT,9,ok08_420
2008/07/16,09:22:31.604000,53.4071,-168.0832,11.25,2.63,LP,10,ok08_422
2008/07/16,10:45:14.639000,53.4041,-168.1608,5.15,1.55,LP,6,ok08_423
2008/07/16,11:08:08.789000,53.4471,-168.09,1.75,1.97,LP,3,ok08_424
2008/07/16,11:36:39.466000,53.4019,-168.1732,4.95,1.64,VT,5,ok08_425
2008/07/16,16:28:15.273000,53.3981,-168.1884,3.65,1.78,VT,5,ok08_428
2008/07/16,19:56:12.644000,53.4099,-168.1377,2.65,1.61,LP,4,ok08_430
2008/07/16,20:20:37.032000,53.4333,-168.1826,2.55,1.37,VT,5,ok08_431
2008/07/16,20:59:12.490000,53.423,-168.1945,2.05,1.89,VT,8,ok08_432
2008/07/16,21:55:34.594000,53.3923,-168.1085,3.05,2.04,VT,8,ok08_433
2008/07/16,22:51:09.251000,53.4207,-168.1443,2.65,1.3,VT,8,ok08_435
2008/07/16,23:06:04.342000,53.4327,-168.1583,1.55,2.83,VT,24,ok08_436
2008/07/17,04:12:11.539000,53.4162,-168.1537,4.25,1.59,VT,7,ok08_439
2008/07/17,08:04:31.510000,53.393,-168.1926,2.65,2.0,VT,6,ok08_442
